text,intent,source,group,n_tokens
Can I get an unofficial official transcript instantly? Please help.,transcripts,template,transcripts::Can I get an unofficial {doc} instantly?,10
i need to ronew my rfd access card.,id_cards,augmented,id_cards::I need to renew my {card}.,8
"Excuse me, my chemistry exam clashes with another paper, what should I do?",examinations,template,"examinations::My {subject} exam clashes with another paper, what should I do?",13
When will my passing certificate be ready? Thanks.,certificates,template,certificates::When will my {cert} be ready?,8
"Roll number K101 here. Need a transfer certificate, whom should I contact? Please help.",certificates,template,"certificates::Need a {cert}, whom should I contact?",14
"Madam, the receipt for my late fee shows the wong amount",fees,augmented,fees::The receipt for my {fee} shows the wrong amount.,11
I want to change my lab course for the spring semester. I am in final year.,academic_registration,template,academic_registration::I want to change my {course} for {term}.,16
i am a faculty membeer in it. is gst charged on the re-registration fee?,fees,augmented,fees::Is GST charged on the {fee}?,14
Urgent: is there a waiver or concession on the development fee?,fees,template,fees::Is there a waiver or concession on the {fee}?,11
"Madam, I have not received my student ID card yet even after the start of the semester.",id_cards,template,id_cards::I have not received my {card} yet even after {duration}.,17
Quick question: is payment of the semester fee by net banking accpted at the accoynts office?,fees,augmented,fees::Is payment of the {fee} by {mode} accepted at the accounts office?,16
Do I need to file an FIR if my ID card is damaged?,id_cards,template,id_cards::Do I need to file an FIR if my {card} is {problem}?,13
who do i conatct for an id card correction?,id_cards,augmented,seed::13::id_cards,9
My attendance is 70 percent. Will I be detained?,attendance,template,attendance::My attendance is {pct}. Will I be detained?,9
I am a faculty member in civil. What is the last date to apply for a character certificate?,certificates,template,certificates::What is the last date to apply for a {cert}?,18
Urgent: what is the eligibility for the girl child scholarship?,scholarships,template,scholarships::What is the eligibility for the {sch}?,10
Will duty leave for a hackathon be counted as present? My roll number is K059.,attendance,template,attendance::Will duty leave for {reason} be counted as present?,15
I'm in semester 8 of chemical. When will the timetable for the end semester exam be released?,examinations,template,examinations::When will the timetable for the {exam} be released?,17
"Hey, how much does an official transcript cost?",transcripts,template,transcripts::How much does a {doc} cost?,8
Do I need to file an FIR if my hostel ID card is broken? Thanks.,id_cards,template,id_cards::Do I need to file an FIR if my {card} is {problem}?,15
"As a second year student, my physics exam clashes with another paper, wat should I do? I am in semester 1",examinations,augmented,"examinations::My {subject} exam clashes with another paper, what should I do?",21
Do you provide attested copies of the course completion certificate?,certificates,template,certificates::Do you provide attested copies of the {cert}?,10
Quick question: are first year students allowed to live in the hostel? Please help.,hostel,template,hostel::Are first year students allowed to live in the hostel?,14
How do I apply for the minority scholarship?,scholarships,template,scholarships::How do I apply for the {sch}?,8
"Sir, my data structures professor did not update my attendance. Thank you.",attendance,template,attendance::My {subject} professor did not update my attendance.,12
Where can I check the status of my SC/ST scholarship application? It is urgent.,scholarships,template,scholarships::Where can I check the status of my {sch} application?,14
Can I track the status of my semester-wise transcript request?,transcripts,template,transcripts::Can I track the status of my {doc} request?,10
"Hello, are calculators allowed in the supplementary exam?",examinations,template,examinations::Are calculators allowed in the {exam}?,8
Can I stay in the hostel during the summer vacation?,hostel,template,hostel::Can I stay in the hostel during {vac}?,10
What is the amount of the SC/ST scholarship? My roll number is A055.,scholarships,template,scholarships::What is the amount of the {sch}?,13
"Madam, money was deducted from my account for the tuition fee but the payment failed.",fees,template,fees::Money was deducted from my account for the {fee} but the payment failed.,15
"Hello, is a degree transcript enough for IELTS? I am in first year.",transcripts,template,transcripts::Is a {doc} enough for {dest}?,13
How long will it take to receive my official transcript after applying? pls help.,transcripts,augmented,transcripts::How long will it take to receive my {doc} after applying?,14
How can I check my pending dues for the late fee? I am in semester 1.,fees,template,fees::How can I check my pending dues for the {fee}?,16
"Excuse me, can I pay the exam fee by cush at the accounts office? Please help",fees,augmented,fees::Can I pay the {fee} by {mode}?,16
Where can I download my hall ticket for the makeup exam?,examinations,template,examinations::Where can I download my hall ticket for the {exam}?,11
Can I stay in the hostel during the semester break? Please help.,hostel,template,hostel::Can I stay in the hostel during {vac}?,12
When will my official transcript be dispatched to WES?,transcripts,template,transcripts::When will my {doc} be dispatched to {dest}?,9
Tell me about the post-matric scholarship available for students.,scholarships,template,scholarships::Tell me about the {sch} available for students.,9
I am a faculty member in CSE. Who should I contact about my RFID access card?,id_cards,template,id_cards::Who should I contact about my {card}?,16
Please guide me on requesting a semester-wise transcript for a university in Canada. Any help is appreciated.,transcripts,template,transcripts::Please guide me on requesting a {doc} for {dest}.,17
"Hey, is registration mandatory for next semester even if I have backlogs?",academic_registration,template,academic_registration::Is registration mandatory for {term} even if I have backlogs?,12
I am a second year IT student. How do I renew my merit scholarship for next year?,scholarships,template,scholarships::How do I renew my {sch} for next year?,17
What documents are required for the post-matric scholarship? Please help.,scholarships,template,scholarships::What documents are required for the {sch}?,10
Urgent: how do I re-register after a semester break?,academic_registration,template,academic_registration::How do I re-register after a semester break?,9
When will the need-based scholarship aount be credited? I am in final year.,scholarships,augmented,scholarships::When will the {sch} amount be credited?,13
is it worth investing in target,out_of_scope,clinc150,clinc::is it worth investing in target,6
I'm in semester 2 of chemical. When will the need-based scholarship amount be credited?,scholarships,template,scholarships::When will the {sch} amount be credited?,14
"hi, wat is the eligibility for the post-matric scholarship? it is urgent.",scholarships,augmented,scholarships::What is the eligibility for the {sch}?,12
I missed the re-exam in mathematics because of illness. What should I do?,examinations,template,examinations::I missed the {exam} in {subject} because of illness. What should I do?,13
Please guide me on getting a character certificate. Kindly guide me.,certificates,template,certificates::Please guide me on getting a {cert}.,11
"Excuse me, is an official transcript enough for a university in the UK?",transcripts,template,transcripts::Is a {doc} enough for {dest}?,13
"Hi, my machine learning exam clashes with another paper, what should I do? My roll number is K059.",examinations,template,"examinations::My {subject} exam clashes with another paper, what should I do?",18
i sttudy it. money was deducted froom my account for the development fee but the payment failed. my roll number is k012.,fees,augmented,fees::Money was deducted from my account for the {fee} but the payment failed.,22
"Madam, how do I apply for the minority scholarship? Thank you.",scholarships,template,scholarships::How do I apply for the {sch}?,11
Is registration mandatory for next semester even if I have backlogs?,academic_registration,template,academic_registration::Is registration mandatory for {term} even if I have backlogs?,11
Where can I download the receipt for the development fee?,fees,template,fees::Where can I download the receipt for the {fee}?,10
How do I re-register after a semester break? I am in first year.,academic_registration,template,academic_registration::How do I re-register after a semester break?,13
Roll number A143 here. When will the operating systems marks be published?,examinations,template,examinations::When will the {subject} marks be published?,12
Where do I request a sealed transcript?,transcripts,template,transcripts::Where do I request a {doc}?,7
"My request for a provisional transcript is still pending, who do I follow up with? It is urgent.",transcripts,template,"transcripts::My request for a {doc} is still pending, who do I follow up with?",18
Is an AC room available this semester? It is urgent.,hostel,template,hostel::Is a {room} available this semester?,10
"Madam, how can faculty upload attnd for a batch? Thank you.",attendance,augmented,attendance::How can faculty upload attendance for a batch?,11
pls guide me on requesting a consolidated marksheet for a graduate school in the us.,transcripts,augmented,transcripts::Please guide me on requesting a {doc} for {dest}.,15
Where can I download the receipt for the re-registration fee? Thank you.,fees,template,fees::Where can I download the receipt for the {fee}?,12
What documents are required for a domicile verification letter?,certificates,template,certificates::What documents are required for a {cert}?,9
"Madam, what are the prerequisites for the lab course?",academic_registration,template,academic_registration::What are the prerequisites for the {course}?,9
is there overtime in college football,out_of_scope,clinc150,clinc::is there overtime in college football,6
Where do I request a provisional transcript?,transcripts,template,transcripts::Where do I request a {doc}?,7
How is attnd calculated for the semester? pls help,attendance,augmented,attendance::How is attendance calculated for the semester?,9
How do I book a train ticket to Mumbai?,out_of_scope,hard_negative,hn::How do I book a train ticket to Mumbai?,9
when will the allotment for a ground floro room be announced?,hostel,augmented,hostel::When will the allotment for a {room} be announced?,11
What is the seating arrangement for the end semester exam? Any help is appreciated.,examinations,template,examinations::What is the seating arrangement for the {exam}?,14
"Hey, can the university send my provisional transcript directly to a university in the UK?",transcripts,template,transcripts::Can the university send my {doc} directly to {dest}?,15
"As a final year student, will duty leave for a conference be counted as present?",attendance,template,attendance::Will duty leave for {reason} be counted as present?,15
"Excuse me, is payment of the development fee by cheque accepted at the accounts office?",fees,template,fees::Is payment of the {fee} by {mode} accepted at the accounts office?,15
"Hi, I am from electrical. I want to change to an AC room. thx.",hostel,augmented,hostel::I want to change to a {room}.,14
Can I track the status of my provisional transcript request? My roll number is J054.,transcripts,template,transcripts::Can I track the status of my {doc} request?,15
Can I apply online for a domicile verification letter or do I have to visit the office?,certificates,template,certificates::Can I apply online for a {cert} or do I have to visit the office?,17
Can I get an off-campus permission instead of the hostel?,hostel,seed,seed::19::hostel,10
My registration for the spring semester is stuck at pending approval from the faculty advisor.,academic_registration,template,academic_registration::My registration for {term} is stuck at pending approval from the faculty advisor.,15
my attnd is 68 percent. will i be detained,attendance,augmented,attendance::My attendance is {pct}. Will I be detained?,9
"Sir, how do I cancel my hostel booking?",hostel,template,hostel::How do I cancel my hostel booking?,8
who is radiohead,out_of_scope,clinc150,clinc::who is radiohead,3
"As a second year student, my physics exam clashes with another paper, what should I do? I am in semester 1.",examinations,template,"examinations::My {subject} exam clashes with another paper, what should I do?",21
Tell me about the merit scholarship available for students. Kindly guide me.,scholarships,template,scholarships::Tell me about the {sch} available for students.,12
I need a fee structure document for my education loan. Thanks.,fees,template,fees::I need a fee structure document for my education loan.,11
I'm in semester 8 of electrical. Can I pay the exam fee in installments?,fees,template,fees::Can I pay the {fee} in installments?,14
I want a refund of my exam fee.,fees,template,fees::I want a refund of my {fee}.,8
"As a first year student, do I have to visit the office to collect the duplicate marksheet? Thanks.",transcripts,template,transcripts::Do I have to visit the office to collect the {doc}?,18
How do I get a character certificate? Thank u,certificates,augmented,certificates::How do I get a {cert}?,9
Can I apply online for a transfer certificate or do I have to visit the office? Please help.,certificates,template,certificates::Can I apply online for a {cert} or do I have to visit the office?,18
What is the amount of the SC/ST scholarship?,scholarships,template,scholarships::What is the amount of the {sch}?,8
"Madam, can I take the summer course from another department?",academic_registration,template,academic_registration::Can I take the {course} from another department?,10
when is the next nintendo direct,out_of_scope,clinc150,clinc::when is the next nintendo direct,6
"Hello, how can I drop the elective after registering?",academic_registration,template,academic_registration::How can I drop the {course} after registering?,9
I want to change to a room in the girls hostel.,hostel,template,hostel::I want to change to a {room}.,11
I'm in semester 5 of CSE. Please guide me to apply for the sports scholarship.,scholarships,template,scholarships::Please guide me to apply for the {sch}.,15
I am a second year IT student. Can I pay the late fee in installments?,fees,template,fees::Can I pay the {fee} in installments?,15
wat docs r required for hstel admission? i am in srcond year.,hostel,augmented,hostel::What documents are required for hostel admission?,12
quicck question: what documents r neeedd to get attnd condoned for a family emergency?,attendance,augmented,attendance::What documents are needed to get attendance condoned for {reason}?,14
How do I get a change of exam centre for the makeup exam?,examinations,template,examinations::How do I get a change of exam centre for the {exam}?,13
roll number j101 here. how is attnd calculated for the semester? kindly guide me,attendance,augmented,attendance::How is attendance calculated for the semester?,14
I study mechanical. Please guide me on requesting a semester-wise transcript for a graduate school in the US. Please help.,transcripts,template,transcripts::Please guide me on requesting a {doc} for {dest}.,20
Do I need to file an FIR if my library card is broken? Thank you.,id_cards,template,id_cards::Do I need to file an FIR if my {card} is {problem}?,15
Urgent: the result shows me absent for machine learning even though I appeared.,examinations,template,examinations::The result shows me absent for {subject} even though I appeared.,13
When will the timetable for the viva be released?,examinations,template,examinations::When will the timetable for the {exam} be released?,9
"Sir, what are the prerequisites for the honours program? I am in semester 3.",academic_registration,template,academic_registration::What are the prerequisites for the {course}?,14
"I was on medical leave, how can I get my attendance adjusted?",attendance,seed,seed::4::attendance,12
"Excuse me, I need to extend my hostel stay during the semester break.",hostel,template,hostel::I need to extend my hostel stay during {vac}.,13
"hi, how many students get the merit scholarship ecah year? thank you.",scholarships,augmented,scholarships::How many students get the {sch} each year?,12
"Madam, are first year students allowed to live in the hostel?",hostel,template,hostel::Are first year students allowed to live in the hostel?,11
"Madam, please guide me to apply for the girl child scholarship.",scholarships,template,scholarships::Please guide me to apply for the {sch}.,11
When does course registration for the fall semester open?,academic_registration,template,academic_registration::When does course registration for {term} open?,9
When will the chemistry marks be published?,examinations,template,examinations::When will the {subject} marks be published?,7
"My operating systems exam clashes with another paper, what should I do?",examinations,template,"examinations::My {subject} exam clashes with another paper, what should I do?",12
What is the amount of the need-based scholarship?,scholarships,template,scholarships::What is the amount of the {sch}?,8
Can I apply for a certificate online or do I have to visit the office?,certificates,seed,seed::15::certificates,15
Is GST charged on the semester fee?,fees,template,fees::Is GST charged on the {fee}?,7
Roll number A012 here. Who is the coordinator for the research fellowship? Thanks.,scholarships,template,scholarships::Who is the coordinator for the {sch}?,13
I lost my medium of instruction certificate. Can I get a duplicate? Kindly guide me.,certificates,template,certificates::I lost my {cert}. Can I get a duplicate?,15
"Sir, where can I download my hall ticket for the makeup exam?",examinations,template,examinations::Where can I download my hall ticket for the {exam}?,12
Apply for a new library card please. Thanks.,id_cards,template,id_cards::Apply for a new {card} please.,8
Where can I see the list of courses offered in next semester?,academic_registration,template,academic_registration::Where can I see the list of courses offered in {term}?,12
can i apply online for a character cert or do i have to visit the office? thx.,certificates,augmented,certificates::Can I apply online for a {cert} or do I have to visit the office?,17
I study biotech. Can I pay the late fee in installments?,fees,template,fees::Can I pay the {fee} in installments?,11
Urgent: the portal shows me absent although I was present in computer networks class.,attendance,template,attendance::The portal shows me absent although I was present in {subject} class.,14
How can I get my provisional transcript? Thank you.,transcripts,template,transcripts::How can I get my {doc}?,9
i'm in sem 5 of civil. my photo on the id card is wrong,id_cards,augmented,id_cards::My photo on the {card} is wrong.,14
Roll number J101 here. How is attendance calculated for the semester? Kindly guide me.,attendance,template,attendance::How is attendance calculated for the semester?,14
"I am a second year chemical student. My operating systems exam clashes with another paper, what should I do?",examinations,template,"examinations::My {subject} exam clashes with another paper, what should I do?",19
My hall ticket has the wrong subject code for computer networks. I am in semester 1.,examinations,template,examinations::My hall ticket has the wrong subject code for {subject}.,16
"Hi, is a provisional transcript enough for IELTS? My roll number is J088.",transcripts,template,transcripts::Is a {doc} enough for {dest}?,13
Tell me the procedure for obtaining a passing certificate.,certificates,template,certificates::Tell me the procedure for obtaining a {cert}.,9
Who won the football match last night?,out_of_scope,hard_negative,hn::Who won the football match last night?,7
I'm in semester 2 of electrical. I have not received my library card yet even after the start of the semester.,id_cards,template,id_cards::I have not received my {card} yet even after {duration}.,21
"Madam, I was absent because of a hackathon. Can my attendance be adjusted? My roll number is K055.",attendance,template,attendance::I was absent because of {reason}. Can my attendance be adjusted?,18
"Madam, how long does it take to get a new student ID card? My roll number is K059.",id_cards,template,id_cards::How long does it take to get a new {card}?,18
How do I request a bonafide certificate for a passport application? Kindly guide me.,certificates,template,certificates::How do I request a {cert} for {purpose}?,14
"i'm in sem 2 of civil. my request for a degree transcript is still pending, who do i follow up with?",transcripts,augmented,"transcripts::My request for a {doc} is still pending, who do I follow up with?",21
When does course registration for the spring semester open?,academic_registration,template,academic_registration::When does course registration for {term} open?,9
"Madam, how do I switch from CSE to another branch? Thank you.",academic_registration,template,academic_registration::How do I switch from {branch} to another branch?,12
What is the stock price of Tata Motors?,out_of_scope,seed,seed::15::out_of_scope,8
Who should I contact about my ID card? Thank you.,id_cards,template,id_cards::Who should I contact about my {card}?,10
I am a faculty member in electrical. My registration for semester 5 is stuck at pending approval from the faculty advisor.,academic_registration,template,academic_registration::My registration for {term} is stuck at pending approval from the faculty advisor.,21
Where can I check the status of my sports scholarship application? Thank u.,scholarships,augmented,scholarships::Where can I check the status of my {sch} application?,13
when was kobe bryant born,out_of_scope,clinc150,clinc::when was kobe bryant born,5
Quick question: I want a refund of my late fee. Kindly guide me.,fees,template,fees::I want a refund of my {fee}.,13
"Hey, when will the allotment for a double occupancy room be announced?",hostel,template,hostel::When will the allotment for a {room} be announced?,12
"urgent: i forgot my library card at home, can i still enter the campus? thank u",id_cards,augmented,"id_cards::I forgot my {card} at home, can I still enter the campus?",16
"Sir, where can I download the receipt for the tuition fee? It is urgent.",fees,template,fees::Where can I download the receipt for the {fee}?,14
roll number a056 here. waht minimum cgpa do i need to keep my fee waiver? thank you.,scholarships,augmented,scholarships::What minimum CGPA do I need to keep my {sch}?,17
"As a final year student, what documents are required for the SC/ST scholarship?",scholarships,template,scholarships::What documents are required for the {sch}?,13
Whom do I contact for hostel accommodation? My roll number is A101.,hostel,template,hostel::Whom do I contact for hostel accommodation?,12
How much is the fee for the second year?,fees,seed,seed::8::fees,9
how can i get involved in restaurant marketing,out_of_scope,clinc150,clinc::how can i get involved in restaurant marketing,8
"Hi, I am from electrical. Who signs the character certificate?",certificates,template,certificates::Who signs the {cert}?,10
"I need a degree transcript for IELTS, what is the procedure?",transcripts,template,"transcripts::I need a {doc} for {dest}, what is the procedure?",11
"Help, my student ID card is misplaced. Please help.",id_cards,template,"id_cards::Help, my {card} is {problem}.",9
"Excuse me, where do I submit a medical certificate for my absence?",attendance,template,attendance::Where do I submit a medical certificate for my absence?,12
"Excuse me, how many days does it take to issue a character certificate?",certificates,template,certificates::How many days does it take to issue a {cert}?,13
The barcode on my hostel ID card does not scan.,id_cards,template,id_cards::The barcode on my {card} does not scan.,10
pls guide me on requesting a provisional transcript for a university in Canada. Please help.,transcripts,augmented,transcripts::Please guide me on requesting a {doc} for {dest}.,15
"Hi, I am from chemical. Is payment of the library fee by cash at the accounts offcie accepted at the accounts office",fees,augmented,fees::Is payment of the {fee} by {mode} accepted at the accounts office?,22
"Hi, what is the maximum number of credits I can register for in semester 6?",academic_registration,template,academic_registration::What is the maximum number of credits I can register for in {term}?,15
My hall ticket has the wrong subject code for physics. It is urgent.,examinations,template,examinations::My hall ticket has the wrong subject code for {subject}.,13
I am a second year IT student. What is the last date to submit the attnd condonation form,attendance,augmented,attendance::What is the last date to submit the attendance condonation form?,18
Quick question: when will the timetable for the improvement exam be released? Please help.,examinations,template,examinations::When will the timetable for the {exam} be released?,14
What is the best way to prepare for placements?,out_of_scope,hard_negative,hn::What is the best way to prepare for placements?,9
I am a faculty member in IT. How do I register for the elective in the spring semester?,academic_registration,template,academic_registration::How do I register for the {course} in {term}?,18
Is payment of the late fee by cash at the accounts office accepted at the accounts office?,fees,template,fees::Is payment of the {fee} by {mode} accepted at the accounts office?,17
I'm in semester 7 of CSE. Is payment of the admission fee by NEFT accepted at the accounts office?,fees,template,fees::Is payment of the {fee} by {mode} accepted at the accounts office?,19
I am a faculty member in biotech. How is attendance calculated for the semester?,attendance,template,attendance::How is attendance calculated for the semester?,14
I study civil. What documents are needed for a replacement identity card?,id_cards,template,id_cards::What documents are needed for a replacement {card}?,12
I am a first year mechaniical student. How do I re-register after a sem break?,academic_registration,augmented,academic_registration::How do I re-register after a semester break?,15
"Hi, when will my study cert be ready? Any help is appreciated.",certificates,augmented,certificates::When will my {cert} be ready?,12
will there be a hike in the semestr fee next year?,fees,augmented,fees::Will there be a hike in the {fee} next year?,11
How can I get a hostel no dues certificate before vacating? I am in final year.,hostel,template,hostel::How can I get a hostel no dues certificate before vacating?,16
"Madam, when will the freeship amount be credited? Any help is appreciated.",scholarships,template,scholarships::When will the {sch} amount be credited?,12
The receipt for my admission fee shows the wrong amount.,fees,template,fees::The receipt for my {fee} shows the wrong amount.,10
Is the supplementary exam open book? Any help is appreciated.,examinations,template,examinations::Is the {exam} open book?,10
pls guide me on gettting a meidum of instruuction cert.,certificates,augmented,certificates::Please guide me on getting a {cert}.,10
are there any local stations covering the moral march in ryleigh in februaryu,out_of_scope,augmented,clinc::are there any local stations covering the moral march in raleigh in februaryu,13
When will the fee waiver amount be credited?,scholarships,template,scholarships::When will the {sch} amount be credited?,8
What is the amount of the fee waiver?,scholarships,template,scholarships::What is the amount of the {sch}?,8
"Hey, how can faculty upload attendance for a batch?",attendance,template,attendance::How can faculty upload attendance for a batch?,9
"Excuse me, my SC/ST scholarship application was rejected, how do I appeal?",scholarships,template,"scholarships::My {sch} application was rejected, how do I appeal?",12
"Excuse me, when will the need-based scholarship amount be credited?",scholarships,template,scholarships::When will the {sch} amount be credited?,10
Can I take the minor program from another department? I am in semester 7.,academic_registration,template,academic_registration::Can I take the {course} from another department?,14
How do I cancel my hostel booking? It is urgent.,hostel,template,hostel::How do I cancel my hostel booking?,10
"Hi, I am from IT. Which form do I fill for a new student ID card?",id_cards,template,id_cards::Which form do I fill for a new {card}?,16
My hall ticket has the wrong subject codde for mathematics. I am in semester 1,examinations,augmented,examinations::My hall ticket has the wrong subject code for {subject}.,15
How do I renew my freeship for next year?,scholarships,template,scholarships::How do I renew my {sch} for next year?,9
What is the process to apply for a transfer certificate?,certificates,template,certificates::What is the process to apply for a {cert}?,10
Is a provisional transcript enough for WES? I am in first year.,transcripts,template,transcripts::Is a {doc} enough for {dest}?,12
Where is the office that issues the RFID access card?,id_cards,template,id_cards::Where is the office that issues the {card}?,10
Do I have to visit the office to collect the mark statement?,transcripts,template,transcripts::Do I have to visit the office to collect the {doc}?,12
"As a first year student, what is the fee for a mark statement?",transcripts,template,transcripts::What is the fee for a {doc}?,13
Please guide me on getting a character certificate.,certificates,template,certificates::Please guide me on getting a {cert}.,8
How do I request a study certificate for a hostel application? Kindly guide me.,certificates,template,certificates::How do I request a {cert} for {purpose}?,14
Tell me the procedure for obtaining a study certificate.,certificates,template,certificates::Tell me the procedure for obtaining a {cert}.,9
urgent: what documents are rquired for hostle admission?,hostel,augmented,hostel::What documents are required for hostel admission?,8
Roll number K056 here. How do I cancel my hostel booking?,hostel,template,hostel::How do I cancel my hostel booking?,11
"Excuse me, can I pay the exam fee by cash at the accounts office? Please help.",fees,template,fees::Can I pay the {fee} by {mode}?,16
Can I get an unofficial transcript instantly?,transcripts,seed,seed::16::transcripts,7
Urgent: can I track the status of my mark statement request?,transcripts,template,transcripts::Can I track the status of my {doc} request?,11
"The summer course is full, can I be added to the waitlist?",academic_registration,template,"academic_registration::The {course} is full, can I be added to the waitlist?",12
"Sir, can I apply online for a domicile verification letter or do I have to visit the office?",certificates,template,certificates::Can I apply online for a {cert} or do I have to visit the office?,18
Who is the coordinator for the merit scholarship?,scholarships,template,scholarships::Who is the coordinator for the {sch}?,8
wheen was tocota created,out_of_scope,augmented,clinc::when was toyota created,4
Where do I apply for a duplicate ID card?,id_cards,template,id_cards::Where do I apply for a duplicate {card}?,9
"Hello, who signs the medium of instruction certificate?",certificates,template,certificates::Who signs the {cert}?,8
I need a course completion certificate for a scholarship form.,certificates,template,certificates::I need a {cert} for {purpose}.,10
I am a faculty member in MBA. Is attendance mandatory for operating systems lab sessions?,attendance,template,attendance::Is attendance mandatory for {subject} lab sessions?,15
Can I pay the late fee by cash at the accounts office? Thank you.,fees,template,fees::Can I pay the {fee} by {mode}?,14
I study CSE. Do you provide attested copies of the NOC?,certificates,template,certificates::Do you provide attested copies of the {cert}?,11
Do I have to visit the office to collect the duplicate marksheet?,transcripts,template,transcripts::Do I have to visit the office to collect the {doc}?,12
when will the allotment for a double occupancy room be announced? i am in sem 1,hostel,augmented,hostel::When will the allotment for a {room} be announced?,16
"Excuse me, where can I collect my study certificate?",certificates,template,certificates::Where can I collect my {cert}?,9
wht is the amount of the merit scholarship,scholarships,augmented,scholarships::What is the amount of the {sch}?,8
How much does a sealed transcript cost?,transcripts,template,transcripts::How much does a {doc} cost?,7
"Madam, where can I download the recxipt for the semester fee?",fees,augmented,fees::Where can I download the receipt for the {fee}?,11
I am a faculty member in MBA. When will the research fellowship amount be credited?,scholarships,template,scholarships::When will the {sch} amount be credited?,15
rol number k059 here. can i still sit for the exams with 73 percent attendance,attendance,augmented,attendance::Can I still sit for the exams with {pct} attendance?,15
"My post-matric scholarship application was rejected, how do I appeal?",scholarships,template,"scholarships::My {sch} application was rejected, how do I appeal?",10
I am a faculty medber in chemical. What is the process to enroll in the honours program?,academic_registration,augmented,academic_registration::What is the process to enroll in the {course}?,17
Roll number J101 here. What is the passinng criterion for the practical exam,examinations,augmented,examinations::What is the passing criterion for the {exam}?,13
"Excuse me, where do I request a makr statement",transcripts,augmented,transcripts::Where do I request a {doc}?,9
How do I cancel my hostel booking? Kindly guide me.,hostel,template,hostel::How do I cancel my hostel booking?,10
How do I apply for attendance condonation due to a college fest?,attendance,template,attendance::How do I apply for attendance condonation due to {reason}?,12
Where can I collect my NOC?,certificates,template,certificates::Where can I collect my {cert}?,6
"Sir, how do I get a course completion certificate?",certificates,template,certificates::How do I get a {cert}?,9
"Excuse me, can the university send my semester-wise transcript directly to WES? Kindly guide me.",transcripts,template,transcripts::Can the university send my {doc} directly to {dest}?,15
The result shows me absent for DBMS even though I appeared. Thanks.,examinations,template,examinations::The result shows me absent for {subject} even though I appeared.,12
"Hello, help, my student ID card is expired. Thank you.",id_cards,template,"id_cards::Help, my {card} is {problem}.",10
"Hey, when will my bonafide certificate be ready?",certificates,template,certificates::When will my {cert} be ready?,8
"Hey, can I take the elective from another department? I am in semester 2.",academic_registration,template,academic_registration::Can I take the {course} from another department?,14
I'm in semester 5 of MBA. I have not received my RFID access card yet even after a month.,id_cards,template,id_cards::I have not received my {card} yet even after {duration}.,19
"Hey, how do I apply for a shared room?",hostel,template,hostel::How do I apply for a {room}?,9
Can I pay the re-registration fee by cheque? Please help.,fees,template,fees::Can I pay the {fee} by {mode}?,10
how do i get a stdy cert?,certificates,augmented,certificates::How do I get a {cert}?,7
Recommend a good restaurant near me.,out_of_scope,seed,seed::18::out_of_scope,6
I study electrical. What is the last date to submit the attendance condonation form? I am in semester 2.,attendance,template,attendance::What is the last date to submit the attendance condonation form?,19
"Hi, I am from electrical. I forgot my RFID access card at home, can I still enter the campus?",id_cards,template,"id_cards::I forgot my {card} at home, can I still enter the campus?",19
When will the mathematics marks be published?,examinations,template,examinations::When will the {subject} marks be published?,7
My computer networks professor did not update my attnd.,attendance,augmented,attendance::My {subject} professor did not update my attendance.,9
"Hello, are first year students allowed to live in the hostel?",hostel,template,hostel::Are first year students allowed to live in the hostel?,11
"Sir, how can faculty upload attendance for a batch?",attendance,template,attendance::How can faculty upload attendance for a batch?,9
"Hello, where can I download the receipt for the admission fee?",fees,template,fees::Where can I download the receipt for the {fee}?,11
do u provide attested copies of the bonafide certificate? any help is appreciated.,certificates,augmented,certificates::Do you provide attested copies of the {cert}?,13
Can I pay the semester fee in installments?,fees,template,fees::Can I pay the {fee} in installments?,8
which marvel character has appeared in the most movies,out_of_scope,clinc150,clinc::which marvel character has appeared in the most movies,9
I'm in semester 3 of electrical. I need a medium of instruction certificate for an education loan.,certificates,template,certificates::I need a {cert} for {purpose}.,17
Are first year students allowed to live in the hostel?,hostel,template,hostel::Are first year students allowed to live in the hostel?,10
What is the last date to apply for a transfer certificate?,certificates,template,certificates::What is the last date to apply for a {cert}?,11
I am a final year chemical student. Are first year students allowed to live in the hostel?,hostel,template,hostel::Are first year students allowed to live in the hostel?,17
What documents are needed to get attendance condoned for a college fest?,attendance,template,attendance::What documents are needed to get attendance condoned for {reason}?,12
The result shows me absent for data structures even though I appeared.,examinations,template,examinations::The result shows me absent for {subject} even though I appeared.,12
"Hi, how many students get the merit scholarship each year? Thank you.",scholarships,template,scholarships::How many students get the {sch} each year?,12
wat is the seating arrangement for the end sem exam? Any help is appreciated.,examinations,augmented,examinations::What is the seating arrangement for the {exam}?,14
How do I apply for a room in the boys hostel? I am in semester 1.,hostel,template,hostel::How do I apply for a {room}?,16
What is the last date to apply for a domicile verification letter?,certificates,template,certificates::What is the last date to apply for a {cert}?,12
Urgent: how can I get my official transcript? My roll number is J055.,transcripts,template,transcripts::How can I get my {doc}?,13
What documents are required for the post-matric scholarship?,scholarships,template,scholarships::What documents are required for the {sch}?,8
What is the fee for the re-exam?,examinations,template,examinations::What is the fee for the {exam}?,7
"Hello, what is the fee for the internal assessment? Thanks.",examinations,template,examinations::What is the fee for the {exam}?,10
how fast does an airplane travel,out_of_scope,clinc150,clinc::how fast does an airplane travel,6
