text,intent,source,clean_text
quick quetion: what is the last date to pay tuition fees without a fine?,fees,augmented,quick quetion what is the last date to pay tuition fees without a fine
"hi, whhat is the last date to pay tuition fese without a fine?",fees,augmented,hi whhat is the last date to pay tuition fese without a fine
"madam, waht is the last date to pay tuition fees without a fine",fees,augmented,madam waht is the last date to pay tuition fees without a fine
please help: what is the last date to pay tuition fees without a fine please,fees,augmented,please help what is the last date to pay tuition fees without a fine please
The portal shows me absent although I was present in class.,attendance,original,the portal shows me absent although i was present in class
The portal shows me absent although I was preesnt in class plesae,attendance,augmented,the portal shows me absent although i was preesnt in class plesae
The portal shows me absent although I was present in class,attendance,augmented,the portal shows me absent although i was present in class
urget: the portal shows me absent although i was present in class thanks,attendance,augmented,urget the portal shows me absent although i was present in class thanks
the portal shows me absent although i was present in class.,attendance,augmented,the portal shows me absent although i was present in class
please help: the portal shows me absent although i was present in clas,attendance,augmented,please help the portal shows me absent although i was present in clas
What is the fee for a bonafide certificate?,certificates,original,what is the fee for a bonafide certificate
what is the fee for a bonafide certificate asap,certificates,augmented,what is the fee for a bonafide certificate asap
what is the fee for a bonafide certificate?,certificates,augmented,what is the fee for a bonafide certificate
"excuse me, what is the fee for a bonafide certificate?",certificates,augmented,excuse me what is the fee for a bonafide certificate
What is the fee for a bonafide certificate thanks,certificates,augmented,what is the fee for a bonafide certificate thanks
"hi, what is the fee for a bonafide certificate",certificates,augmented,hi what is the fee for a bonafide certificate
Is attendance mandatory for the online classes?,attendance,original,is attendance mandatory for the online classes
"hi, is attendance mandatory for the online classes?",attendance,augmented,hi is attendance mandatory for the online classes
Is attendance mandatory for the online classes please,attendance,augmented,is attendance mandatory for the online classes please
Is attendance mandatory for the online classes any help is appreciated,attendance,augmented,is attendance mandatory for the online classes any help is appreciated
quick question: is attendance mandatory for the online classes?,attendance,augmented,quick question is attendance mandatory for the online classes
is attendance mandatory for the online classes any help is appreciated,attendance,augmented,is attendance mandatory for the online classes any help is appreciated
How do I check my exam results?,examinations,original,how do i check my exam results
How do I check my exam results,examinations,augmented,how do i check my exam results
"hey, how do I check my exam results kindly guide me",examinations,augmented,hey how do i check my exam results kindly guide me
how do i check my exam results,examinations,augmented,how do i check my exam results
"excuse me, how do I check my exam results",examinations,augmented,excuse me how do i check my exam results
how do i check my exam results?,examinations,augmented,how do i check my exam results
Who do I talk to about fee concessions?,fees,original,who do i talk to about fee concessions
"hi, who do i talk to about fee concessions thank you",fees,augmented,hi who do i talk to about fee concessions thank you
"hey, who do I talk to about fee concessions?",fees,augmented,hey who do i talk to about fee concessions
urgent: who do i talk to about fee concessoins thank you,fees,augmented,urgent who do i talk to about fee concessoins thank you
"excuse me, who do I talk to aobut fee concessions",fees,augmented,excuse me who do i talk to aobut fee concessions
"hello, who do i talk to about fee concessions thank you",fees,augmented,hello who do i talk to about fee concessions thank you
My hall ticket has the wrong subject code.,examinations,original,my hall ticket has the wrong subject code
my hall ticket has the wrong subject code,examinations,augmented,my hall ticket has the wrong subject code
My hall ticket has the wrong subject code thanks,examinations,augmented,my hall ticket has the wrong subject code thanks
my hall ticket has the wrong subject code thanks,examinations,augmented,my hall ticket has the wrong subject code thanks
quick question: my hall ticket has the wrong sujbect code,examinations,augmented,quick question my hall ticket has the wrong sujbect code
Is GST charged on the tuition fee?,fees,original,is gst charged on the tuition fee
is gst charged on the tuition fee,fees,augmented,is gst charged on the tuition fee
please help: is GST charged on the tuition fee?,fees,augmented,please help is gst charged on the tuition fee
"sir, is gst charged on the tuition fee",fees,augmented,sir is gst charged on the tuition fee
"hi, is GST charged on the tuition fee?",fees,augmented,hi is gst charged on the tuition fee
is gst charged on the tuition fee asap,fees,augmented,is gst charged on the tuition fee asap
How far is the moon from the earth?,out_of_scope,original,how far is the moon from the earth
"hello, how far is the moon from the earth",out_of_scope,augmented,hello how far is the moon from the earth
"hi, how far is the moon from the earht thank you",out_of_scope,augmented,hi how far is the moon from the earht thank you
"madam, how far is the moon from the earth?",out_of_scope,augmented,madam how far is the moon from the earth
"excuse me, how far is the moon from the earth?",out_of_scope,augmented,excuse me how far is the moon from the earth
Do I need an income certificate to apply for a scholarship?,scholarships,original,do i need an income certificate to apply for a scholarship
Do I need an income certificate to apply for a scholarship,scholarships,augmented,do i need an income certificate to apply for a scholarship
please help: do i need an incoem certificate to apply for a scholarship,scholarships,augmented,please help do i need an incoem certificate to apply for a scholarship
"he, do I need an income certificate to apply for a scholarship?",scholarships,augmented,he do i need an income certificate to apply for a scholarship
"hi, do i need an income certificate to apply for a scholarship",scholarships,augmented,hi do i need an income certificate to apply for a scholarship
do i need an income certificate to apply for a scholarship,scholarships,augmented,do i need an income certificate to apply for a scholarship
I want a refund of my fee since I withdrew from the course.,fees,original,i want a refund of my fee since i withdrew from the course
I watn a refund of my fee snce I withdrew from the course,fees,augmented,i watn a refund of my fee snce i withdrew from the course
"hello, i want a refund of my fee since i withdrew from the course any help is appreciated",fees,augmented,hello i want a refund of my fee since i withdrew from the course any help is appreciated
please help: i want a refund of my fee since I withdrew from the course please,fees,augmented,please help i want a refund of my fee since i withdrew from the course please
"hey, i want a refund of my fee since i withdrew fom the course.",fees,augmented,hey i want a refund of my fee since i withdrew fom the course
qiuck question: i watn a refund of my fee since i withdrew from the course thank you,fees,augmented,qiuck question i watn a refund of my fee since i withdrew from the course thank you
I want a certificate stating I am a student here for my visa application.,certificates,original,i want a certificate stating i am a student here for my visa application
"excuse me, i want a certificate stating i am a student here for my visa application thank you",certificates,augmented,excuse me i want a certificate stating i am a student here for my visa application thank you
please help: i want a certificate stating i am a student heer for my visa application asap,certificates,augmented,please help i want a certificate stating i am a student heer for my visa application asap
i want a certificate stating i am a student here for my visa application asap,certificates,augmented,i want a certificate stating i am a student here for my visa application asap
i want a certificate stating i am a student here for my visa application,certificates,augmented,i want a certificate stating i am a student here for my visa application
I want a certificate stating I am a student here for my visa application,certificates,augmented,i want a certificate stating i am a student here for my visa application
Can I bring a guest to the hostel?,hostel,original,can i bring a guest to the hostel
"hi, can i bring a guest to the hostel any help is appreciated",hostel,augmented,hi can i bring a guest to the hostel any help is appreciated
qucik question: can I brnig a guest to the hostel asap,hostel,augmented,qucik question can i brnig a guest to the hostel asap
Can I bring a guest to the hostel please,hostel,augmented,can i bring a guest to the hostel please
can i bring a guest to the hostel?,hostel,augmented,can i bring a guest to the hostel
Where do I collect my passing certificate?,certificates,original,where do i collect my passing certificate
where do i collect my passing certiifcate?,certificates,augmented,where do i collect my passing certiifcate
"madam, where do i collect my passing certificate",certificates,augmented,madam where do i collect my passing certificate
"excuse me, where do i collect my passing certificate?",certificates,augmented,excuse me where do i collect my passing certificate
please help: where do I collect my passing certificate?,certificates,augmented,please help where do i collect my passing certificate
"hey, where do i collect my passing certiicate",certificates,augmented,hey where do i collect my passing certiicate
How do I apply for a backlog exam?,examinations,original,how do i apply for a backlog exam
how do i apply for a baacklog exam thank you,examinations,augmented,how do i apply for a baacklog exam thank you
"maddam, how do I apply for a backlog exam?",examinations,augmented,maddam how do i apply for a backlog exam
How do I apply for a backlog eam please,examinations,augmented,how do i apply for a backlog eam please
"exccuse me, how do i apply for a backlog exam please",examinations,augmented,exccuse me how do i apply for a backlog exam please
Who is the coordinator for the scholarship cell?,scholarships,original,who is the coordinator for the scholarship cell
"hi, who is the coordinator for the scholarship cell",scholarships,augmented,hi who is the coordinator for the scholarship cell
who is the coordinator for the scholarship cell,scholarships,augmented,who is the coordinator for the scholarship cell
Who is the coordinator for the schollarship cell?,scholarships,augmented,who is the coordinator for the schollarship cell
"hi, who is the coordinator for the scholarship cll kindly guide me",scholarships,augmented,hi who is the coordinator for the scholarship cll kindly guide me
Where can I check the status of my scholarship application?,scholarships,original,where can i check the status of my scholarship application
"hi, where can I check the stats of my scholarship application?",scholarships,augmented,hi where can i check the stats of my scholarship application
Where can I check the status of my scholarship appliaction kindly guide me,scholarships,augmented,where can i check the status of my scholarship appliaction kindly guide me
"sir, where can I check the status of my scholarship application",scholarships,augmented,sir where can i check the status of my scholarship application
where can i check the status of my scholarship application please,scholarships,augmented,where can i check the status of my scholarship application please
wherre can i chekc the status of my scholarship application any help is appreciated,scholarships,augmented,wherre can i chekc the status of my scholarship application any help is appreciated
How do I apply for the merit scholarship?,scholarships,original,how do i apply for the merit scholarship
how do i aply for the merit scholarship thank you,scholarships,augmented,how do i aply for the merit scholarship thank you
How do I apply for the merit scholarship please,scholarships,augmented,how do i apply for the merit scholarship please
"hi, how do I apply for the merit scholarship?",scholarships,augmented,hi how do i apply for the merit scholarship
urgent: how do I apply for the merit scholarship,scholarships,augmented,urgent how do i apply for the merit scholarship
"hello, how do I apply for the merit scholarship",scholarships,augmented,hello how do i apply for the merit scholarship
Can I get an off-campus permission instead of the hostel?,hostel,original,can i get an off campus permission instead of the hostel
Can I get an off-campus permission instead of the hostel,hostel,augmented,can i get an off campus permission instead of the hostel
"excuse me, can I get an off-campus permission instaed of the hostel?",hostel,augmented,excuse me can i get an off campus permission instaed of the hostel
Can I get an off-campus permission instead of the hosel asap,hostel,augmented,can i get an off campus permission instead of the hosel asap
quick question: can I get an off-cammpus permission instead of the hostel,hostel,augmented,quick question can i get an off cammpus permission instead of the hostel
"madam, can I get an off-campus permission instead of the hostel kindly guide me",hostel,augmented,madam can i get an off campus permission instead of the hostel kindly guide me
Can I get an exam center change?,examinations,original,can i get an exam center change
"hello, can i get an exam center change asap",examinations,augmented,hello can i get an exam center change asap
Can I get an exam ceter change please,examinations,augmented,can i get an exam ceter change please
Can I get an exam center change please,examinations,augmented,can i get an exam center change please
can i get an exam center change?,examinations,augmented,can i get an exam center change
can i get an exam center cahnge please,examinations,augmented,can i get an exam center cahnge please
I need a marksheet copy for all eight semesters.,transcripts,original,i need a marksheet copy for all eight semesters
i need a marksheet copy for all eight semesters thanks,transcripts,augmented,i need a marksheet copy for all eight semesters thanks
i need a marksheet copy for all eight semesters any help is appreciated,transcripts,augmented,i need a marksheet copy for all eight semesters any help is appreciated
"hello, i need a marksheet copy for all eight semesters",transcripts,augmented,hello i need a marksheet copy for all eight semesters
I need a markksheet copy for all eight semesters,transcripts,augmented,i need a markksheet copy for all eight semesters
i neeed a marksheet coy for all eight semesters.,transcripts,augmented,i neeed a marksheet coy for all eight semesters
Where can I see the list of courses offered this semester?,academic_registration,original,where can i see the list of courses offered this semester
wheer can i see the list of courses offered this semester kindly guide me,academic_registration,augmented,wheer can i see the list of courses offered this semester kindly guide me
Where can I see the list of courses offred tihs semester thanks,academic_registration,augmented,where can i see the list of courses offred tihs semester thanks
"si,r wherre can i see the list of courses offered this semester",academic_registration,augmented,si r wherre can i see the list of courses offered this semester
where can i see the list of courses offered this semester?,academic_registration,augmented,where can i see the list of courses offered this semester
Can I download my transcript from the student portal?,transcripts,original,can i download my transcript from the student portal
can i download my transcript from the student portal asap,transcripts,augmented,can i download my transcript from the student portal asap
"hi, can i download my transcript from the student portal thanks",transcripts,augmented,hi can i download my transcript from the student portal thanks
"hi, can I download my transcript from the student portal any hlp is appreciated",transcripts,augmented,hi can i download my transcript from the student portal any hlp is appreciated
"madam, can I download my transcript from the student portal?",transcripts,augmented,madam can i download my transcript from the student portal
can i download my tanscript from the student portal any help is appreciatde,transcripts,augmented,can i download my tanscript from the student portal any help is appreciatde
I need to extend my stay at the hostel during summer vacation.,hostel,original,i need to extend my stay at the hostel during summer vacation
"sir, i need to extend my stay at the hostel during summer vacation.",hostel,augmented,sir i need to extend my stay at the hostel during summer vacation
I need to extend my stay at the hostel during summer vacation,hostel,augmented,i need to extend my stay at the hostel during summer vacation
"hi, i need to extend my stay at the hostel during summer vacation plaese",hostel,augmented,hi i need to extend my stay at the hostel during summer vacation plaese
i need to extend my stay at the hostel during summer vacation.,hostel,augmented,i need to extend my stay at the hostel during summer vacation
i need to exted my sty at the hostel during summer vacaation,hostel,augmented,i need to exted my sty at the hostel during summer vacaation
"My transcript request is still pending, who do I follow up with?",transcripts,original,my transcript request is still pending who do i follow up with
"My transcript requeest is still pending, who do I foollow up with any help is appreciated",transcripts,augmented,my transcript requeest is still pending who do i foollow up with any help is appreciated
"my transcript request is still pending, who do i follow up with please",transcripts,augmented,my transcript request is still pending who do i follow up with please
"hi, my transcript requets is still pending, who do i follow up with kindly guide me",transcripts,augmented,hi my transcript requets is still pending who do i follow up with kindly guide me
"hello, my transcript reqest is still pending, who do i follow up with kinldy guide me",transcripts,augmented,hello my transcript reqest is still pending who do i follow up with kinldy guide me
"excuse me, my transcript request is still pending, who do I follow up with thank you",transcripts,augmented,excuse me my transcript request is still pending who do i follow up with thank you
Can I get a temporary ID card while the new one is being printed?,id_cards,original,can i get a temporary id card while the new one is being printed
"madam, can i get a temporary id caard while the new one is being printed?",id_cards,augmented,madam can i get a temporary id caard while the new one is being printed
can i get a temporary id card while the new one is being printed?,id_cards,augmented,can i get a temporary id card while the new one is being printed
"madam, can I get a temporary ID card while the new one is being printed?",id_cards,augmented,madam can i get a temporary id card while the new one is being printed
can i get a tmporary id card while the new one is being printed?,id_cards,augmented,can i get a tmporary id card while the new one is being printed
"excuse me, can I get a temporary ID card while the new one is being printed kindly guide me",id_cards,augmented,excuse me can i get a temporary id card while the new one is being printed kindly guide me
I want a CGPA to percentage conversion letter along with my transcript.,transcripts,original,i want a cgpa to percentage conversion letter along with my transcript
"hello, i want a CGPA to percentage conversion letter along with my transcript any help is appreciated",transcripts,augmented,hello i want a cgpa to percentage conversion letter along with my transcript any help is appreciated
"hey, i want a cgpa to percentage conversion letter along with my transcript",transcripts,augmented,hey i want a cgpa to percentage conversion letter along with my transcript
i want a cgpa to percentage conversion letter along with my transcript thakns,transcripts,augmented,i want a cgpa to percentage conversion letter along with my transcript thakns
"madam, i watn a cgpa to percentage coversion letter along with my transcript thank you",transcripts,augmented,madam i watn a cgpa to percentage coversion letter along with my transcript thank you
What is the eligibility for the government scholarship for SC/ST students?,scholarships,original,what is the eligibility for the government scholarship for sc st students
quick question: what is the eligibility for the government scholarship for SC/ST students,scholarships,augmented,quick question what is the eligibility for the government scholarship for sc st students
what is the eligibility for the government scholarship for sc/st students?,scholarships,augmented,what is the eligibility for the government scholarship for sc st students
what is the eligibility for the government scholarship for sc/st students please,scholarships,augmented,what is the eligibility for the government scholarship for sc st students please
please help: what is the eligibility for the government scholarship for SC/ST students asap,scholarships,augmented,please help what is the eligibility for the government scholarship for sc st students asap
"madam, what is the eligibility for the government scholarship for sc/st students?",scholarships,augmented,madam what is the eligibility for the government scholarship for sc st students
Is there any scholarship for girl students in engineering?,scholarships,original,is there any scholarship for girl students in engineering
Is there any scholarship for girl students in engineering thank you,scholarships,augmented,is there any scholarship for girl students in engineering thank you
Is there any scholarship for girl students in engineering please,scholarships,augmented,is there any scholarship for girl students in engineering please
is there any scholarship for girl students in engineering,scholarships,augmented,is there any scholarship for girl students in engineering
urgent: is there any scholarship for girl students in engineering?,scholarships,augmented,urgent is there any scholarship for girl students in engineering
How long does it take to get a no objection certificate?,certificates,original,how long does it take to get a no objection certificate
how long does it take to get a no objection certificate,certificates,augmented,how long does it take to get a no objection certificate
How long does it take to get a no objection ceertificate?,certificates,augmented,how long does it take to get a no objection ceertificate
"excuse me, how logn does it take to get a no obejction certificate?",certificates,augmented,excuse me how logn does it take to get a no obejction certificate
I want to add an elective after the registration deadline.,academic_registration,original,i want to add an elective after the registration deadline
I want to add an elective after the registration deadline,academic_registration,augmented,i want to add an elective after the registration deadline
"excuse me, i want to add an elective after the registration deadline",academic_registration,augmented,excuse me i want to add an elective after the registration deadline
i want to add an elctive after the registration deadline,academic_registration,augmented,i want to add an elctive after the registration deadline
"hi, i want to add an elective after the registratiion deadline",academic_registration,augmented,hi i want to add an elective after the registratiion deadline
i want to add an elective after the registration deadline,academic_registration,augmented,i want to add an elective after the registration deadline
What is the process to apply for a supplementary exam?,examinations,original,what is the process to apply for a supplementary exam
what is the process to apply for a supplementary exam?,examinations,augmented,what is the process to apply for a supplementary exam
quick question: what is the procses to apply for a supplementary exam please,examinations,augmented,quick question what is the procses to apply for a supplementary exam please
please help: what is the process to apply for a supplementary exam asap,examinations,augmented,please help what is the process to apply for a supplementary exam asap
"hello, what is the process to apply for a supplementary exam",examinations,augmented,hello what is the process to apply for a supplementary exam
I paid the fees but it is not reflecting on the portal.,fees,original,i paid the fees but it is not reflecting on the portal
"sir, i paid the fees but it is not reflecting on the portal thank you",fees,augmented,sir i paid the fees but it is not reflecting on the portal thank you
I paid the fees but it is not reflecting on the portal any hlp is appreciated,fees,augmented,i paid the fees but it is not reflecting on the portal any hlp is appreciated
i paid the fees but it is not reflecting on the portal.,fees,augmented,i paid the fees but it is not reflecting on the portal
"hey, i paid the fees but it is not reflecting on the portal.",fees,augmented,hey i paid the fees but it is not reflecting on the portal
What is the meaning of life?,out_of_scope,original,what is the meaning of life
quick queston: whta is the meaning of life,out_of_scope,augmented,quick queston whta is the meaning of life
"hello, what is the meaning of life?",out_of_scope,augmented,hello what is the meaning of life
what is the meaning of lifee?,out_of_scope,augmented,what is the meaning of lifee
what is the meannig of life?,out_of_scope,augmented,what is the meannig of life
"I forgot my ID card at home, can I still enter the library?",id_cards,original,i forgot my id card at home can i still enter the library
"please help: i forrgot my ID card at home, can I still enter the library thansk",id_cards,augmented,please help i forrgot my id card at home can i still enter the library thansk
"excuse me, i forgot my id card at home, can i still enter the library asap",id_cards,augmented,excuse me i forgot my id card at home can i still enter the library asap
"I forgot my ID card at home, can I stil enter the library?",id_cards,augmented,i forgot my id card at home can i stil enter the library
"sir, i forgot my ID card at home, can I still enter the library",id_cards,augmented,sir i forgot my id card at home can i still enter the library
"urgent: i forgot my ID card at home, can I still enter the library",id_cards,augmented,urgent i forgot my id card at home can i still enter the library
Explain quantum computing to me.,out_of_scope,original,explain quantum computing to me
explaain quantum computing to me,out_of_scope,augmented,explaain quantum computing to me
quick question: explain quantum computing to me,out_of_scope,augmented,quick question explain quantum computing to me
urgent: explain quantum computing to me kindly guide me,out_of_scope,augmented,urgent explain quantum computing to me kindly guide me
Explain quantum computing to me kindly guide me,out_of_scope,augmented,explain quantum computing to me kindly guide me
Explain quantum computing to me asap,out_of_scope,augmented,explain quantum computing to me asap
What is the last date to fill the examination form?,examinations,original,what is the last date to fill the examination form
Waht is the last date to fill the examination form any help is appreciated,examinations,augmented,waht is the last date to fill the examination form any help is appreciated
please help: what is the last date to flil the examination form asap,examinations,augmented,please help what is the last date to flil the examination form asap
"hey, what is the last date to fill the examination form?",examinations,augmented,hey what is the last date to fill the examination form
What is the last date to fill the examination form,examinations,augmented,what is the last date to fill the examination form
What is the last dae to fill the examination form,examinations,augmented,what is the last dae to fill the examination form
What is the fee for revaluation?,examinations,original,what is the fee for revaluation
urgent: what is the fee for revaluation?,examinations,augmented,urgent what is the fee for revaluation
what is the fee for revaluation?,examinations,augmented,what is the fee for revaluation
"hey, what is the fee for revaluation any help is appreciated",examinations,augmented,hey what is the fee for revaluation any help is appreciated
What is the fee for revaluation,examinations,augmented,what is the fee for revaluation
What is the fee for revaluation any help is appreciated,examinations,augmented,what is the fee for revaluation any help is appreciated
how many countries in the world are democracies,out_of_scope,clinc150,how many countries in the world are democracies
is android better than iphone,out_of_scope,clinc150,is android better than iphone
what does it mean if i dream of falling off a building,out_of_scope,clinc150,what does it mean if i dream of falling off a building
can i mix antifreeze with water,out_of_scope,clinc150,can i mix antifreeze with water
how long will it take me to pay off my card if i pay an extra $50 a month over the minimum,out_of_scope,clinc150,how long will it take me to pay off my card if i pay an extra 50 a month over the minimum
how many planets have we discovered,out_of_scope,clinc150,how many planets have we discovered
what cryptocurrency gained the most in 2018,out_of_scope,clinc150,what cryptocurrency gained the most in 2018
what city is the super bowl,out_of_scope,clinc150,what city is the super bowl
when was nintendo created,out_of_scope,clinc150,when was nintendo created
do ducks sleep,out_of_scope,clinc150,do ducks sleep
what brand of earphones is the best reviewed of 2019,out_of_scope,clinc150,what brand of earphones is the best reviewed of 2019
when is the next nintendo direct,out_of_scope,clinc150,when is the next nintendo direct
can you tell me something about the nfl,out_of_scope,clinc150,can you tell me something about the nfl
what is the cheapest electric guitar,out_of_scope,clinc150,what is the cheapest electric guitar
find out for me as to why people get autism,out_of_scope,clinc150,find out for me as to why people get autism
what do you call someone who was born in segovia,out_of_scope,clinc150,what do you call someone who was born in segovia
what does it mean to have equality,out_of_scope,clinc150,what does it mean to have equality
why is there fake news,out_of_scope,clinc150,why is there fake news
where do eggs come from,out_of_scope,clinc150,where do eggs come from
what is the next football game,out_of_scope,clinc150,what is the next football game
how fast does an airplane travel,out_of_scope,clinc150,how fast does an airplane travel
where is the dipstick,out_of_scope,clinc150,where is the dipstick
what are some deals on amazon,out_of_scope,clinc150,what are some deals on amazon
what is the purpose or benefit of a cash advance,out_of_scope,clinc150,what is the purpose or benefit of a cash advance
who was the first capcom character,out_of_scope,clinc150,who was the first capcom character
the birds fly with there wings,out_of_scope,clinc150,the birds fly with there wings
is cnn really fake news,out_of_scope,clinc150,is cnn really fake news
what's the runtime of all the lord of the rings movies combined,out_of_scope,clinc150,what's the runtime of all the lord of the rings movies combined
where does cannabis originate from,out_of_scope,clinc150,where does cannabis originate from
are any earning reports due,out_of_scope,clinc150,are any earning reports due
what's the best price on super smash bros ultimate right now,out_of_scope,clinc150,what's the best price on super smash bros ultimate right now
can you give me the standard tuning notes,out_of_scope,clinc150,can you give me the standard tuning notes
how do you know when your dog is ill,out_of_scope,clinc150,how do you know when your dog is ill
is it possible to survive in a black hole,out_of_scope,clinc150,is it possible to survive in a black hole
what game has the best odds at a casino,out_of_scope,clinc150,what game has the best odds at a casino
where do black holes come from,out_of_scope,clinc150,where do black holes come from
what does it mean to be an alpha male,out_of_scope,clinc150,what does it mean to be an alpha male
how is crypto legal,out_of_scope,clinc150,how is crypto legal
is flu contagious,out_of_scope,clinc150,is flu contagious
what animals have alpha males,out_of_scope,clinc150,what animals have alpha males
what is the formula for the circumference of a circle,out_of_scope,clinc150,what is the formula for the circumference of a circle
should i hit or stay at 17 in blackjack,out_of_scope,clinc150,should i hit or stay at 17 in blackjack
what trees change color in autumn,out_of_scope,clinc150,what trees change color in autumn
is the united states a democracy,out_of_scope,clinc150,is the united states a democracy
what dog breed sold the most in 2018,out_of_scope,clinc150,what dog breed sold the most in 2018
can you tell me the latest georgia news,out_of_scope,clinc150,can you tell me the latest georgia news
how long do wire transfers take,out_of_scope,clinc150,how long do wire transfers take
what were some of ben franklin's notable accomplishments,out_of_scope,clinc150,what were some of ben franklin's notable accomplishments
when's the next movie starring thor set to come out,out_of_scope,clinc150,when's the next movie starring thor set to come out
how many students attend ucsb,out_of_scope,clinc150,how many students attend ucsb
is the brexit finalized yet,out_of_scope,clinc150,is the brexit finalized yet
what is the friendliest breed,out_of_scope,clinc150,what is the friendliest breed
set a warning for when my bank account starts running low,out_of_scope,clinc150,set a warning for when my bank account starts running low
how high does my sat score need to be to get into harvard,out_of_scope,clinc150,how high does my sat score need to be to get into harvard
what year was star trek released,out_of_scope,clinc150,what year was star trek released
show me the channel guide,out_of_scope,clinc150,show me the channel guide
how do i compute the median of a set of numbers,out_of_scope,clinc150,how do i compute the median of a set of numbers
is it true that nicotine is harder to kick than heroin,out_of_scope,clinc150,is it true that nicotine is harder to kick than heroin
what is the most popular airline,out_of_scope,clinc150,what is the most popular airline
who has the best record in the nfl,out_of_scope,clinc150,who has the best record in the nfl
what site publishes the most fake news,out_of_scope,clinc150,what site publishes the most fake news
any headlines from my area,out_of_scope,clinc150,any headlines from my area
can you list me tiger wood's stats,out_of_scope,clinc150,can you list me tiger wood's stats
what year was saxaphone first played,out_of_scope,clinc150,what year was saxaphone first played
suo2,out_of_scope,clinc150,suo2
what do geese eat,out_of_scope,clinc150,what do geese eat
what act score is considered good,out_of_scope,clinc150,what act score is considered good
what are some of picasso's most famous works,out_of_scope,clinc150,what are some of picasso's most famous works
what is the name of the 13th president,out_of_scope,clinc150,what is the name of the 13th president
what is the largest state in the us,out_of_scope,clinc150,what is the largest state in the us
